"District","District Name","Vote Date","Total Amount","Type","Yes","No","Result","Brief Description","capital_ref","op_ref"
"2114","Gibraltar Area",2007-04-03,"4e+06","Issue Debt",1347,649,"Passed","Paying cost of repairing, renovating, remodeling, and improving the school building and grounds; installing, replacing, and/or upgrading electrical, hot water, HVAC, fire alarms, and security systems; constructing and equipping an addition to the music rooms; and redesigning the school driveways.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Gibraltar Area",2008-11-04,"5300000","NR - 2009",2732,1429,"Passed","To fund educational programming for students",NA,NA
"2114","Gibraltar Area",2010-11-02,"5750000","NR - 2011",2328,1319,"Passed","To fund educational programming for students",NA,NA
"2114","Gibraltar Area",2012-11-06,"2875000","RR - 2013",2851,1409,"Passed","For recurring purposes consisting of funding educational programming for students",NA,NA
"2114","Gibraltar Area",2018-11-06,"4200000","RR - 2019",2999,1317,"Passed","To fund educational programming for students",NA,NA
"2114","Gibraltar Area",2018-11-06,"4500000","Issue Debt",3043,1276,"Passed","Cost of school improvements & remodel/renovate LMC & classrooms as well as upgrades for security & other capital improvemnets",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Gibraltar Area",1994-09-13,"453000","Issue Debt",688,396,"Passed","6 classroom addition & ADA improvements",1,NA
"2114","Gibraltar Area",1998-10-13,"2e+05","NR",646,490,"Passed","exceed revenue limit, 99-00, non-recur for educ. programs",NA,NA
"2114","Gibraltar Area",1998-10-13,"5e+05","NR",646,490,"Passed","exceed revenue limit, 00-01, non-recur for educ. programs",NA,NA
"2114","Gibraltar Area",2000-05-30,"5500000","Issue Debt",709,1123,"Failed","cost of equipping/constructing gymnasium; remodel/renovate/improve school locker rooms;improve athletic fields and playground",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2114","Gibraltar Area",2000-09-12,"1425000","NR",956,806,"Passed","maintain current level of eductional programming",1,NA
"2114","Gibraltar Area",2002-09-10,"2195000","NR",931,1122,"Failed","maintain current level of educational programming for students",1,NA
"2114","Gibraltar Area",2002-09-10,"4e+05","NR",1045,1002,"Passed","renovating restrooms and HS biology lab",1,NA
"2114","Gibraltar Area",2002-11-05,"2195000","NR",1947,1448,"Passed","maintain current level of educational programming for students",1,NA
"2114","Gibraltar Area",1996-03-19,"3e+05","Issue Debt",1158,539,"Passed","replace boiler",1,NA
"2114","Gibraltar Area",2023-04-04,"29800000","Issue Debt",2755,837,"Passed","School facility improvement project at the school building and site consisting of: 
renovations, safety and security, building infrastructure and building systems improvements; construction of additions for classrooms, offices and a replacement gymnasium; removal and replacement of older portions of the school building; site improvements; and acquisition of furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","Gillett",2016-04-05,"3800000","NR - 2016",787,912,"Failed","Non recurring referendum to exceed revenue limit by $950,000 for 4 years",NA,NA
"2128","Gillett",2016-08-09,"2100000","NR - 2016",594,644,"Failed","EXCEED REVENUE LIMIT FOR THREE YEARS FOR NONRECURRING PURPOSES",NA,NA
"2128","Gillett",2018-11-06,"1800000","NR - 2019",1012,864,"Passed","Exceed revenue limit by $600,000 per year for three years for non-recurring purposes.",NA,NA
"2128","Gillett",2022-04-05,"1350000","NR - 2022",385,428,"Failed","RESOLUTION AUTHORIZING THE SCHOOL DISTRICT BUDGET TO EXCEED REVENUE LIMIT BY $450,000 PER YEAR FOR THREE YEARS FOR NON-RECURRING PURPOSES",NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2128","Gillett",1995-04-04,"4875000","Issue Debt",619,488,"Passed","add of clsrms, aud, lib, & elev",1,NA
"2128","Gillett",2022-11-09,"1800000","NR - 2023",1045,876,"Passed","3 year non-recurring referendum for $600,000 per year for the 23-24, 24-25, and 25-26 school years.",NA,NA
"2135","Gilman",2014-11-04,"1630000","NR - 2014",775,498,"Passed","educational programming, expenditures and operations",NA,NA
"2135","Gilman",2018-04-03,"2975000","NR - 2018",377,225,"Passed","For non-recurring purposes consisting of educational programming, expenditures and operations.",NA,NA
"2135","Gilman",2022-04-05,"3300000","NR - 2022",330,306,"Passed","Non-Recurring purposes consisting of educational programming, expenditures and operations.",NA,NA
"2135","Gilman",1998-04-07,"5500000","Issue Debt",556,417,"Passed","add to and remodel school; furnishings & equipment",1,NA
"2135","Gilman",2004-02-17,"855000","Issue Debt",368,224,"Passed","payoff of WRS unfunded prior service liability",NA,NA
"2142","Gilmanton",2008-04-15,"125000","RR - 2008",138,314,"Failed","meet operational expenses",NA,1
"2142","Gilmanton",2012-11-06,"4e+05","RR - 2012",327,228,"Passed","general operational purposes",NA,1
"2142","Gilmanton",2020-11-03,"3e+05","RR - 2020",343,230,"Passed","Amount not to exceed $300,000 per year in excess of the revenue limits.  For operational purposes.",NA,1
"2142","Gilmanton",2000-11-07,"4950000","Issue Debt",239,389,"Failed","construct/demolish/renovations to create PK-12 facility and acquire equipment/furnishings/fixtures",1,NA
"2184","Glendale-River Hills",2008-04-01,"3750000","Issue Debt",2687,1139,"Passed","various repair, maintenance, replacement and improvement projects at all district buildings and sites",1,NA
"2184","Glendale-River Hills",2011-04-05,"2400000","NR - 2011",2902,2239,"Passed","To exceed revenue limit in the amount of $600,000 each year for four years for the purpose of maintaining current programs.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184","Glendale-River Hills",2014-11-04,"4900000","NR - 2015",3979,2625,"Passed","To exceed revenue limit in the amount of $980,000 each year for five years for the purpose of maintaining current programs.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2184","Glendale-River Hills",2019-04-02,"7900000","NR - 2020",2360,1283,"Passed","Exceed revenue limit by $1,580,000 per year for five years for non-recurring purposes",NA,NA
"2198","Glenwood City",2011-04-05,"6e+06","Issue Debt",544,583,"Failed","cost of improvements to school district buildings, facilities and grounds including heating, ventilating, plumbing and electrical improvements, handicapped access improvements, safety improvements, energy efficiency updates, building remodeling and additions related to program improvements and equipment acquisition",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Glenwood City",2015-04-07,"4740000","Issue Debt",790,204,"Passed","Issue Debt:  Purpose of paying the cost of improvements to the school district's buildings and grounds including imporved air quality and energy efficient heating and ventilation upgrades and roof upgrades; safety and security imporovements including relocation of elementary and high school offices; school traffic flow, parking; fire alarm replacement; exterior building lighting improvements; technology upgrades",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Glenwood City",2015-04-07,"4500000","Issue Debt",588,305,"Passed","Issue Debt:  For the purpose of paying the cost of improved air quality and energy efficiency upgrades to the heating and ventilating system at the middle/high school building.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2198","Glenwood City",1996-10-29,"1975000","Issue Debt",472,260,"Passed","Remodeling and Renovation",1,NA
"2198","Glenwood City",2000-05-18,"1970000","Issue Debt",353,216,"Passed","building improvements, maintenance, repair, remodeling, equip acquisitions",1,NA
"2198","Glenwood City",2000-05-18,"1060000","Issue Debt",271,299,"Failed","construct/equip elementary classroom addition",1,NA
"2212","Goodman-Armstrong",2016-04-05,"1650000","NR - 2016",290,191,"Passed","Exceed revenue cap by $550,000 for three years",NA,NA
"2212","Goodman-Armstrong",2018-11-06,"2250000","NR - 2019",260,275,"Failed","Resolution to exceed revenue cap commencing with the 2019-2020 school year by an amount of $750,000.",NA,NA
"2212","Goodman-Armstrong",2019-04-02,"2250000","NR - 2019",316,219,"Passed","Resolution to exceed revenue cap commencing with the 2019-2020 school year by an amount of $750,000.",NA,NA
"2212","Goodman-Armstrong",2022-04-05,"2250000","NR - 2022",261,101,"Passed","Resolution to exceed revenue cap commencing with the 2022-2023 school year by an amount of $750,000.",NA,NA
"2217","Grafton",2016-04-05,"47700000","Issue Debt",3265,4058,"Failed","Issue GO Bonds not to exceed $47,700,000 for the purpose of paying the costs of additions, remodeling, renovations and upgrades to all District buildings including constructing a new middle school facility and new technical education center adjacent to the high school, converting the existing middle school to an elementary school facility, upgrades and additions to the Woodview and Kennedy Elementary Schools and Grafton High School and equipment acquisition related to the project.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Grafton",2016-04-05,"1800000","Issue Debt",3502,3765,"Failed","Issue bonds not to exceed $1,800,000 for the purpose of paying the costs of improvements and repairs to outdoor physical education, athletic and community recreation areas and equipment acquisition related to the project.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Grafton",2017-04-04,"39930000","Issue Debt",2374,1819,"Passed","Issue General Obligation Bonds not to exceed $39,930,000 for the purpose of paying for improvements to all District buildings and grounds including additions and remodeling at the high school; remodeling and additions to the Woodview and Kennedy Elementary Schools; razing and removing the Grafton Elementary School; constructing a new District maintenance building; renovations to the District offices; District-wide site work and infrastructure upgrades; and equipment acquisition related to said projects.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Grafton",1996-05-07,"2800000","Issue Debt",1091,401,"Passed","dist wide imprvmts",NA,NA
"2217","Grafton",2000-05-09,"16400000","Issue Debt",984,1243,"Failed","maintain, expand, renovate, improve facilities/sites; acqure computer tech/telecommunucations; acquire furnishings, supplies and equip.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Grafton",2000-05-09,"1250000","NR",901,1332,"Failed","non recurring expenses",NA,NA
"2217","Grafton",2000-11-07,"16400000","Issue Debt",4765,2781,"Passed","maintain, expand, renovate, improve facilities/sites, acquire technology/telecommunications, furnishings, fixtures, equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2217","Grafton",2000-11-07,"2e+05","NR",4129,3263,"Passed","operating expenses",NA,1
"2226","Granton Area",2004-05-18,"350000","RR - 2004",328,298,"Passed","Provide for the operational needs of the district",NA,1
"2226","Granton Area",2017-10-10,"2e+06","Issue Debt",254,105,"Passed","The Granton Area School District is asking voters to approve renovations to the pool and locker room areas.",1,NA
"2226","Granton Area",2000-11-07,"60000","NR",482,305,"Passed","school bus purchases",NA,NA
"2226","Granton Area",2000-11-07,"30000","RR - 2001",482,305,"Passed","school bus purchases",NA,NA
"2226","Granton Area",1997-04-01,"1350000","Issue Debt",598,263,"Passed","additions to schools & field house remodeling",1,NA
"2233","Grantsburg",2021-04-06,"17900000","Issue Debt",655,726,"Failed","Close Nelson, Remodel Elem, Add few classrooms and gym to MS, HS office/entrance addition",1,NA
"2233","Grantsburg",2021-04-06,"4235000","Issue Debt",506,868,"Failed","Multi Purpose Gymnasium at High School",1,NA
"2233","Grantsburg",2022-04-05,"19700000","Issue Debt",703,558,"Passed","Renovate Elementary to close Nelson, Renovate MS & HS",1,NA
"2233","Grantsburg",1994-12-10,"6700000","Issue Debt",598,263,"Passed","new 88,560 sq ft M.S.",1,NA
"2233","Grantsburg",1997-04-01,"1735000","Issue Debt",451,413,"Passed","partial razing & remodeling of jhs",1,NA
"2233","Grantsburg",1997-04-01,"1735000","Issue Debt",544,307,"Passed","refund promissory note",NA,NA
"2233","Grantsburg",1997-04-01,"1735000","Issue Debt",574,299,"Passed","remodel elementary and site improvements",1,NA
"2233","Grantsburg",1999-10-05,"858000","Issue Debt",525,233,"Passed","maintenance and repair projects at H.S./Nelson Elem. School",1,NA
"2233","Grantsburg",1999-10-05,"1900000","Issue Debt",471,284,"Passed","construct/equip addition to H.S.; remodel existing classrooms",1,NA
"2233","Grantsburg",1999-10-05,"615000","Issue Debt",394,356,"Passed","development of athletic fields and repair/improve athletic facilities/auditorium",1,NA
"2289","Green Bay Area",2007-02-20,"6.9e+07","Issue Debt",8217,15946,"Failed","To construct/equip new high school, expand /renovate school facilities, acquire school sites",1,NA
"2289","Green Bay Area",2007-02-20,"25920000","NR - 2009",8038,15840,"Failed","Operating costs of new high school",1,1
"2289","Green Bay Area",2010-04-06,"1.1e+07","Issue Debt",12792,5614,"Passed","maintain,renovate,repair and upgrade school facilities",1,NA
"2289","Green Bay Area",2010-04-06,"5700000","Issue Debt",11786,6447,"Passed","replacing computers, updating and expanding wireless access, and improving basic classroom technology at various schools in the District",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Green Bay Area",2014-04-01,"2e+07","Issue Debt",9790,4252,"Passed","replacement of heating and ventilation systems and windows, renovation of buildings",1,NA
"2289","Green Bay Area",2017-04-04,"1.65e+08","NR - 2017",10456,6207,"Passed","Question #1: Authorization to exceed the revenue limit on a non-recurring basis of 10 years by $16,500,000 to allow the District to approach the state average consisting of: maintaining educational programming and class sizes; and retaining staff",1,1
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Green Bay Area",2017-04-04,"68250000","Issue Debt",11625,5027,"Passed","Question #2: Authorization to issue general obligation bonds in an amount not to exceed $68,250,000 for the public purpose of paying the cost of a district-wide school building and facilities improvement plan consisting of: reconstruction of Baird Elementary School; additions, renovations and improvements to increase capacity, to provide safe and secure entrances and offices at multiple elementary schools, and to improve instructional, support and community service space; renovations and improvements for fine arts facilities; and acquisition of related furnishings, fixtures and equipment.",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Green Bay Area",2022-11-08,"92605000","Issue Debt",33371,15315,"Passed","Question:  Shall the Green Bay Area Public School District, Brown County, Wisconsin be authorized to issue pursuant to Chapter 67 of the Wisconsin Statutes, general obligation bonds in an amount not to exceed $92,605,000 for the public purpose of paying the cost of a school facility improvement project consisting of:  district-wide safety, security, building infrastructure and capital maintenance improvements; renovations and facility updates to secondary schools; construction of an addition at certain district buildings; district-wide athletic facility and site improvements; and acquisition of furnishings, fixtures and equipment?",1,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2289","Green Bay Area",2000-02-15,"55805000","Issue Debt",14889,4500,"Passed","expand/remodel/improve/equip existing schools;acquire/clear/improve sites",1,NA
"2289","Green Bay Area",1994-11-08,"2500000","Issue Debt",23996,10375,"Passed","2.4mil at East hs inc gym",1,NA
"2289","Green Bay Area",1994-11-08,"4900000","Issue Debt",24111,9821,"Passed","4.98 mil to exp & renov Howe Elem",NA,NA
